OccID,OccNo,From,To,Moving,V Type,Hull Material,Year Built,Occ Type,Event Type,Damage,Region
44371,M18P0090,27,27,0,1,3,2014,1,8,2,9
44370,M18P0089,27,27,1,3,5,2007,2,6,0,9
44369,M18C0039,27,27,1,5,3,1996,1,4,3,2
44368,M18P0088,27,27,1,3,2,1996,2,6,0,9
44366,M18C0038,27,27,1,2,3,1996,2,6,3,2
44365,M18F0008,27,27,1,2,3,1992,1,4,3,7
44363,M18F0007,194,27,1,2,3,1993,2,2,3,7
44361,M18C0036,27,27,1,5,3,2012,1,5,2,2
44360,M18C0035,27,27,1,5,3,1979,2,6,3,2
44359,M18P0087,27,27,0,5,3,2002,1,7,1,9
44358,M18P0086,27,27,0,5,1,1943,1,8,1,9
44356,M18P0084,27,27,0,5,1,1979,1,5,2,9
44355,M18P0083,27,27,1,3,5,1979,2,6,2,9
44354,M18C0034,27,27,1,3,5,1983,1,2,2,2
44353,M18P0082,27,27,1,5,5,1979,2,2,3,9
44352,M18P0081,27,27,1,2,3,1979,2,6,2,9
44351,M18P0080,27,27,0,5,1,2013,1,1,3,9
44351,M18P0080,27,27,0,5,1,2005,1,1,3,9
44350,M18P0079,27,27,1,5,1,1954,1,4,0,9
44350,M18P0079,27,27,1,5,1,1988,1,4,0,9
44349,M18C0033,27,27,1,2,3,2010,2,6,2,2
44348,M18C0032,27,27,1,5,4,2014,2,1,2,2
44348,M18C0032,27,27,1,5,4,2011,2,1,2,2
44348,M18C0032,27,27,1,5,4,2011,2,1,2,2
44347,M18F0006,194,27,0,2,3,1979,1,1,3,7
44346,M18C0031,27,27,0,2,3,1996,2,6,1,2
44345,M18C0030,27,27,0,5,3,2016,2,6,3,2
44344,M18P0078,27,27,1,1,3,1979,2,1,2,9
44344,M18P0078,27,27,1,1,3,1983,2,1,2,9
44343,M18P0077,27,27,1,3,5,1943,2,6,0,9
44342,M18P0076,0,0,1,5,1,1979,2,1,2,9
44342,M18P0076,27,27,1,5,1,1982,2,1,2,9
44341,M18P0075,27,27,1,5,3,1961,2,7,0,9
44340,M18P0074,0,0,1,1,3,1979,2,7,0,9
44340,M18P0074,0,0,1,1,3,1945,2,7,0,9
44340,M18P0074,27,27,1,1,3,2012,2,7,0,9
44340,M18P0074,27,27,1,1,3,2013,2,7,0,9
44339,M18C0029,27,27,1,5,3,1979,2,6,1,2
44338,M18C0028,27,27,0,2,3,1955,2,6,1,2
44337,M18P0073,27,27,1,3,2,1979,1,8,2,9
44336,M18C0027,194,27,1,2,3,1979,1,1,3,2
44334,M18F0005,27,27,1,2,3,1968,1,1,1,7
44332,M18P0072,27,27,0,4,3,1966,1,5,3,9
44331,M18F0003,27,194,0,2,3,1986,1,1,1,7
44330,M18P0071,27,27,1,2,1,1979,2,6,2,9
44329,M18P0070,27,194,1,2,3,1970,2,6,2,9
44328,M18P0069,27,27,1,3,3,1971,1,2,3,9
44327,M18P0068,27,27,1,3,3,1991,2,6,2,9
44324,M18C0024,0,0,1,5,1,1979,2,6,2,2
44323,M18C0023,0,0,1,2,3,1979,2,6,0,2
44322,M18C0022,27,27,1,5,3,1979,2,6,1,2
44321,M18P0067,27,27,1,3,1,1996,2,2,3,9
44320,M18P0066,27,27,1,4,4,1997,1,5,2,9
44319,M18P0065,27,96,0,2,3,1979,2,7,0,9
44318,M18C0021,0,0,1,2,3,2013,1,7,0,2
44317,M18P0064,27,27,0,1,3,1979,2,3,0,9
44316,M18P0063,27,27,1,2,1,1976,2,1,2,9
44316,M18P0063,27,27,1,2,1,1979,2,1,2,9
44315,M18P0062,27,27,1,2,1,1965,2,8,2,9
44314,M18P0061,27,27,1,2,3,2006,2,8,2,9
44313,M18P0060,27,27,1,5,1,1979,2,7,0,9
44312,M18P0059,27,27,1,2,3,1999,2,6,0,9
44311,M18A0061,27,27,1,3,5,1987,2,6,2,8
44310,M18A0060,27,27,1,3,5,1966,1,1,0,8
44309,M18A0059,27,27,1,3,5,2007,2,6,3,8
44308,M18A0058,27,27,1,3,5,2014,2,6,2,8
44307,M18A0057,27,27,1,3,5,2015,1,1,2,8
44306,M18A0056,27,27,1,5,3,1972,1,7,2,8
44305,M18A0055,27,27,1,3,5,1979,2,6,2,8
44304,M18A0054,27,27,1,5,3,1979,2,1,0,8
44304,M18A0054,27,27,1,5,3,1979,2,1,0,8
44304,M18A0054,27,27,1,5,3,1967,2,1,0,8
44303,M18A0053,27,27,1,3,1,2004,2,6,2,8
44302,M18A0052,27,27,1,3,5,1990,2,6,2,8
44301,M18P0058,27,27,1,3,4,1962,1,2,3,9
44300,M18P0057,27,27,1,3,4,1963,2,6,2,9
44299,M18P0056,27,27,1,5,4,2012,1,8,1,9
44299,M18P0056,27,27,1,5,4,1943,1,8,1,9
44298,M18P0055,27,27,0,2,3,1991,2,6,2,9
44297,M18C0020,27,27,1,5,3,1986,2,6,3,2
44296,M18C0019,27,27,1,5,3,1995,2,6,1,2
44295,M18P0054,27,27,0,2,3,1943,1,4,2,9
44295,M18P0054,27,27,1,2,3,1979,1,4,2,9
44295,M18P0054,27,96,0,2,3,2012,1,4,2,9
44294,M18P0053,27,27,1,2,3,1974,2,6,2,9
44293,M18P0052,27,27,0,3,5,1989,2,8,2,9
44292,M18P0051,27,27,1,2,3,1979,1,4,2,9
44292,M18P0051,27,27,1,2,3,2017,1,4,2,9
44291,M18C0018,193,27,0,2,3,1952,2,7,0,2
44290,M18P0050,27,27,1,3,5,1979,2,6,2,9
44289,M18P0049,27,27,1,5,3,1979,2,6,2,9
44288,M18C0017,27,27,1,5,3,2006,2,6,2,2
44287,M18P0048,27,27,1,2,3,2009,2,4,0,9
44287,M18P0048,27,27,1,2,3,2002,2,4,0,9
44286,M18P0047,27,27,1,1,3,1974,2,3,0,9
44285,M18C0016,27,27,1,5,3,2002,1,5,1,2
44284,M18F0002,27,194,1,1,3,2010,1,2,2,7
44284,M18F0002,27,27,1,1,3,1979,1,2,2,7
44282,M18P0045,27,27,0,2,3,1979,2,3,2,9
44281,M18P0044,27,27,1,3,1,2007,2,6,2,9
44280,M18P0043,27,27,1,5,5,2007,2,2,1,9
44279,M18P0042,27,27,1,2,3,1979,2,6,3,9
44278,M18P0041,27,27,1,4,4,1979,2,6,3,9
44277,M18A0051,27,27,1,3,5,2012,2,6,0,8
44276,M18A0050,194,27,1,2,3,2007,1,1,3,8
44275,M18A0049,27,27,1,3,5,1979,2,6,2,8
44274,M18P0040,27,27,1,5,3,2004,2,5,0,9
44273,M18P0039,27,27,1,3,4,2016,2,6,3,9
44272,M18P0038,27,27,1,5,1,1999,1,8,1,9
44271,M18P0037,27,27,1,5,4,1985,2,6,3,9
44270,M18P0036,27,27,1,2,3,1975,2,8,3,9
44269,M18P0035,27,27,1,5,1,1979,1,7,0,9
44268,M18P0034,27,27,1,5,1,1999,2,6,0,9
44267,M18P0033,0,0,1,5,1,1979,1,2,3,9
44267,M18P0033,27,27,1,5,1,1987,1,2,3,9
44266,M18P0032,27,27,1,3,4,1981,1,4,3,9
44265,M18P0031,27,27,0,3,2,1991,2,8,3,9
44263,M18P0030,27,27,1,2,3,1978,2,6,3,9
44262,M18C0014,27,27,1,5,3,1976,2,6,0,2
44261,M18P0029,27,27,0,2,3,1979,1,7,0,9
44260,M17A0491,27,27,1,3,5,2004,1,7,2,8
44259,M17A0490,27,27,1,3,5,2004,2,6,3,8
44258,M18A0048,27,27,1,3,5,1979,2,8,2,8
44257,M18A0047,27,27,1,3,5,1979,2,6,2,8
44256,M18A0046,27,27,1,3,5,1994,2,6,2,8
44255,M18A0045,27,27,1,3,5,1979,2,6,2,8
44254,M18A0044,27,27,0,2,3,1979,2,1,0,8
44254,M18A0044,27,27,1,2,3,1979,2,1,0,8
44253,M18A0043,27,27,1,3,5,1993,1,7,0,8
44252,M18A0042,27,27,1,3,5,2012,2,6,2,8
44250,M18A0040,27,27,1,5,3,2012,2,8,3,8
44249,M18A0039,27,27,1,3,5,1973,2,6,2,8
44248,M18A0038,27,27,1,2,3,1965,1,4,3,8
44247,M18A0037,27,27,1,3,5,2014,2,6,2,8
44246,M18A0036,27,27,1,3,5,2013,2,6,2,8
44245,M18A0035,27,27,1,3,5,1980,2,6,2,8
44244,M18A0034,27,27,1,3,5,1968,2,6,2,8
44243,M18A0033,27,27,1,3,5,1978,2,6,2,8
44242,M18A0032,27,27,1,3,5,1978,2,6,2,8
44241,M18A0031,27,27,0,2,3,1978,2,2,0,8
44240,M18A0030,27,27,0,2,3,2001,2,2,0,8
44239,M18A0029,27,27,1,3,3,1976,2,6,2,8
44238,M18A0028,27,27,1,3,5,2009,2,6,2,8
44237,M18A0027,27,27,1,3,5,1979,2,6,2,8
44236,M18A0026,27,27,1,3,5,1979,1,7,0,8
44235,M18A0025,27,27,1,3,5,2013,2,6,2,8
44234,M18A0024,27,27,0,2,3,1986,2,2,0,8
44233,M18A0023,27,27,1,3,5,2001,2,6,2,8
44232,M18A0022,27,27,1,3,5,1979,2,6,2,8
44231,M18A0021,27,27,0,2,3,2015,2,2,0,8
44230,M18A0020,27,27,1,3,5,1992,1,2,2,8
44229,M18A0019,27,27,0,3,1,1979,2,6,0,8
44228,M18A0018,27,27,0,2,3,1979,2,2,0,8
44227,M18A0017,27,27,1,3,5,1979,2,6,2,8
44226,M18A0016,27,27,1,3,1,2004,2,6,0,8
44225,M18A0015,27,27,1,3,5,2014,1,7,0,8
44224,M18A0014,27,27,1,3,5,2014,2,6,2,8
44223,M18A0013,27,27,1,3,5,1979,2,6,2,8
44222,M18A0012,27,27,1,3,5,1979,2,6,2,8
44221,M18A0011,27,27,1,3,5,1979,2,6,2,8
44220,M18A0010,27,27,1,3,5,1973,2,6,3,8
44219,M18A0009,27,27,1,3,3,2002,2,6,2,8
44217,M18A0007,27,27,1,3,5,1946,2,6,2,8
44216,M18A0006,27,27,1,3,5,2017,2,6,2,8
44215,M18A0005,27,27,0,2,3,2004,2,2,0,8
44214,M18A0004,27,27,0,2,3,2007,2,2,0,8
44213,M18A0003,27,27,1,2,3,1995,2,6,2,8
44212,M18P0028,27,27,0,2,3,1995,2,2,0,9
44211,M18P0027,27,27,1,3,5,1987,1,5,2,9
44210,M18P0026,27,27,1,5,1,2006,1,4,3,9
44210,M18P0026,27,27,1,5,1,1987,1,4,3,9
44209,M18C0013,27,27,1,2,3,1979,1,4,3,2
44209,M18C0013,27,27,1,2,3,1979,1,4,3,2
44207,M18P0024,27,27,1,3,5,1979,2,6,0,9
44206,M18C0012,27,27,0,5,3,1979,2,6,3,2
44205,M18C0011,27,27,1,5,3,1979,2,6,2,2
44204,M18C0010,27,27,1,2,3,2004,2,6,3,2
44203,M18C0009,27,27,1,2,3,1981,1,5,1,2
44202,M18P0023,27,27,1,5,4,1988,1,4,0,9
44202,M18P0023,27,27,1,5,4,1979,1,4,0,9
44200,M18P0022,27,27,1,3,5,1998,1,8,2,9
44199,M18P0021,27,27,1,3,2,2000,2,6,0,9
44197,M18P0019,27,27,0,5,3,2000,2,5,0,9
44196,M18A0002,27,27,1,3,5,1999,1,2,2,8
44195,M18P0018,27,27,0,4,3,2006,2,8,2,9
44193,M18C0008,27,27,1,1,3,2001,2,1,3,2
44193,M18C0008,27,27,0,1,3,2015,2,1,3,2
44192,M18C0007,27,27,1,5,3,1979,2,7,0,2
44192,M18C0007,27,27,1,5,3,2003,2,7,0,2
44191,M18P0017,27,27,1,2,3,1981,2,4,0,9
44191,M18P0017,27,27,1,2,3,1981,2,4,0,9
44190,M18P0016,27,27,1,3,5,1979,2,6,0,9
44189,M18P0015,27,27,0,2,3,1995,2,6,0,9
44188,M18A0001,27,27,1,4,3,1992,2,2,1,8
44187,M18C0006,27,27,1,5,3,1979,2,6,1,2
44186,M18C0005,27,27,1,2,3,2016,2,6,3,2
44185,M18C0004,27,27,1,2,3,2000,2,6,3,2
44184,M17C0322,27,27,1,2,3,1979,2,4,2,2
44183,M18C0003,194,27,1,2,3,2007,2,6,1,2
44182,M18P0014,27,96,1,2,3,2017,1,5,1,9
44181,M18P0013,27,27,1,5,3,1979,2,1,3,9
44181,M18P0013,27,27,1,5,3,2016,2,1,3,9
44180,M18P0012,27,27,1,5,1,2002,1,8,2,9
44179,M17C0321,27,27,1,2,3,2002,1,4,1,2
44178,M18F0001,194,27,1,5,3,1979,1,5,3,7
44177,M18P0011,27,27,0,5,1,2004,1,8,2,9
44176,M18P0010,27,27,0,5,1,2003,1,8,2,9
44175,M18P0009,27,27,1,5,3,2014,2,6,2,9
44174,M18P0008,27,27,0,3,3,1987,2,8,2,9
44173,M18P0007,27,27,1,4,3,2005,2,2,2,9
44172,M18P0006,27,27,1,2,3,1995,2,6,2,9
44170,M18P0004,27,27,1,3,1,1989,1,2,3,9
44169,M18P0003,27,27,1,3,4,2003,2,6,3,9
44168,M18P0002,27,27,1,3,2,2007,2,6,2,9
44167,M17P0430,27,27,1,3,2,2010,1,2,2,9
44164,M18C0002,27,27,1,5,3,1979,1,4,3,2
44163,M18C0001,27,27,1,2,3,2010,2,6,0,2
44162,M17C0319,194,27,1,2,3,2013,2,2,2,2
44161,M17P0429,27,27,1,5,3,1974,1,5,3,9
44161,M17P0429,27,27,1,5,3,1979,1,5,3,9
44160,M18P0001,27,27,1,5,4,1979,2,6,2,9
44159,M17P0428,27,27,0,3,4,1979,1,2,2,9
44158,M17C0318,27,27,1,2,3,1970,2,6,2,2
44157,M17C0317,27,27,1,2,3,1988,1,8,2,2
44156,M17C0316,27,27,1,2,3,1970,2,4,2,2
44154,M17P0427,27,27,0,5,3,1978,1,8,2,9
44151,M17P0424,27,27,0,2,3,2012,1,1,3,9
44150,M17C0314,27,27,1,2,3,1980,2,6,0,2
44149,M17P0423,27,27,0,3,5,2014,1,8,2,9
44147,M17P0421,27,27,1,2,3,1996,2,6,2,9
44146,M17P0420,27,27,1,5,3,1979,2,6,2,9
44145,M17C0313,27,27,1,2,3,1979,2,6,0,2
44144,M17A0489,27,27,1,3,5,1951,2,6,2,8
44143,M17A0488,27,27,1,3,5,1965,2,6,2,8
44142,M17A0487,27,27,1,3,5,1979,2,6,2,8
44141,M17A0486,27,27,1,3,5,1953,2,6,2,8
44140,M17A0485,27,27,1,3,5,1979,2,6,2,8
44139,M17A0484,27,27,1,3,5,1976,2,6,2,8
44138,M17A0483,27,27,1,3,5,1979,2,6,2,8
44137,M17A0482,27,27,1,3,5,2002,2,6,2,8
44136,M17F0026,27,27,1,2,3,2012,2,6,0,7
44135,M17C0312,27,194,1,1,3,1995,1,2,2,2
44135,M17C0312,27,194,1,1,3,1978,1,2,2,2
44134,M17C0311,27,27,1,2,3,2008,2,6,0,2
44133,M17A0481,27,27,1,3,5,2001,2,6,2,8
44132,M17A0480,27,27,1,3,5,1978,2,6,2,8
44131,M17A0479,27,27,1,3,5,1979,2,6,3,8
44130,M17A0478,27,27,1,3,5,2017,2,6,2,8
44129,M17A0477,27,27,1,3,5,1983,2,6,2,8
44128,M17C0310,27,27,1,2,3,1972,2,6,3,2
44127,M17C0309,27,27,1,5,3,2006,1,4,3,2
44126,M17C0308,27,27,1,2,3,2006,2,6,0,2
44125,M17C0307,27,27,1,2,3,1968,2,6,0,2
44124,M17C0306,27,27,1,2,3,1974,2,6,2,2
44122,M17C0304,27,27,1,2,3,1979,2,6,3,2
44120,M17C0303,27,27,1,2,3,1979,1,4,0,2
44120,M17C0303,80,27,0,2,3,1979,1,4,0,2
44119,M17P0418,0,0,1,1,3,1979,2,2,2,9
44119,M17P0418,0,0,1,1,3,2013,2,2,2,9
44119,M17P0418,27,27,1,1,3,2013,2,2,2,9
44119,M17P0418,27,27,1,1,3,1970,2,2,2,9
44118,M17C0302,27,27,1,4,3,1979,2,6,2,2
44117,M17C0301,27,27,1,2,3,1979,1,8,3,2
44116,M17C0300,27,27,1,5,3,1965,2,6,3,2
44115,M17C0299,27,27,1,2,3,1988,2,6,3,2
44113,M17C0297,27,27,1,2,3,2000,2,6,1,2
44111,M17P0417,27,27,1,3,4,2001,2,6,2,9
44110,M17C0295,194,27,1,2,3,1983,1,7,0,2
44109,M17P0416,149,194,1,2,3,1979,2,6,2,9
44108,M17C0294,27,27,1,2,3,1967,2,2,0,2
44107,M17C0293,27,27,1,2,3,1952,2,2,0,2
44106,M17A0476,27,27,1,3,5,1952,2,8,2,8
44105,M17P0415,27,27,1,5,3,1970,1,5,2,9
44104,M17P0414,27,27,1,4,4,1924,2,2,3,9
44103,M17P0413,27,27,1,5,3,1977,2,6,2,9
44102,M17A0475,27,27,1,3,5,1970,2,6,2,8
44101,M17P0412,27,27,1,5,5,1978,2,2,3,9
44100,M17A0474,27,27,1,3,5,1979,2,6,2,8
44099,M17A0473,27,27,1,3,5,1967,2,6,2,8
44098,M17A0472,27,27,1,3,5,1967,2,6,2,8
44097,M17A0471,27,27,1,3,5,1979,2,6,2,8
44096,M17A0470,27,27,1,5,3,1982,2,6,3,8
44095,M17A0469,27,27,0,3,2,1982,1,5,2,8
44094,M17A0468,27,27,1,3,5,2011,2,6,2,8
44093,M17A0467,27,27,1,3,1,1979,2,6,2,8
44092,M17P0411,27,27,1,5,5,2012,2,2,3,9
44091,M17A0466,27,27,1,3,5,2006,2,6,2,8
44090,M17A0465,27,27,1,3,5,1972,2,6,2,8
44088,M17A0463,27,27,1,3,5,1998,1,5,3,8
44087,M17A0462,27,27,1,3,5,1976,2,6,2,8
44086,M17A0461,27,27,1,3,5,1974,2,6,2,8
44085,M17A0460,27,27,1,3,5,1979,2,6,2,8
44084,M17A0459,27,27,1,3,1,1979,2,6,2,8
44083,M17A0458,27,27,1,3,5,1979,2,6,2,8
44082,M17A0457,27,27,1,2,3,1979,1,7,0,8
44081,M17A0456,27,27,1,3,5,1979,2,6,2,8
44080,M17A0455,27,27,1,3,5,1988,2,6,3,8
44079,M17A0454,27,27,1,3,5,2015,2,6,2,8
44078,M17A0453,27,27,1,3,5,1995,2,6,2,8
44077,M17A0452,27,27,1,3,5,1976,2,6,2,8
44076,M17A0451,27,27,1,2,3,1969,2,3,3,8
44075,M17A0450,27,27,1,3,5,1961,2,6,2,8
44073,M17A0448,27,27,1,3,5,1961,1,4,2,8
44073,M17A0448,27,27,1,3,5,1998,1,4,2,8
44072,M17A0447,27,27,1,3,5,1991,2,6,2,8
44071,M17A0446,27,27,1,3,5,2010,2,6,2,8
44070,M17A0445,27,27,1,5,1,1991,1,4,0,8
44070,M17A0445,27,27,1,5,1,1979,1,4,0,8
44069,M17C0292,27,17,0,2,3,1979,1,7,0,2
44068,M17C0291,27,27,1,2,3,2010,2,6,0,2
44067,M17P0410,27,27,1,1,3,1970,2,1,2,9
44067,M17P0410,0,0,1,1,3,1952,2,1,2,9
44067,M17P0410,27,27,1,1,3,2001,2,1,2,9
44067,M17P0410,27,27,1,1,3,2010,2,1,2,9
44066,M17P0409,27,27,1,3,4,1999,1,8,2,9
44065,M17P0408,27,27,1,5,3,1979,2,1,2,9
44065,M17P0408,27,27,1,5,3,1979,2,1,2,9
44063,M17P0407,27,27,1,2,3,1979,2,6,3,9
44062,M17P0406,27,27,1,5,3,1979,2,1,1,9
44062,M17P0406,27,27,1,5,3,1962,2,1,1,9
44062,M17P0406,27,27,1,5,3,1984,2,1,1,9
44061,M17P0405,27,27,1,1,3,1977,2,1,3,9
44061,M17P0405,27,27,1,1,3,1977,2,1,3,9
44061,M17P0405,27,27,1,1,3,1976,2,1,3,9
44061,M17P0405,27,27,1,1,3,2008,2,1,3,9
44059,M17C0289,27,27,1,5,1,2009,1,8,2,2
44058,M17C0288,27,27,1,2,3,1979,2,6,2,2
44057,M17C0287,27,27,0,2,3,1965,2,3,3,2
44053,M17P0404,27,27,1,5,3,2014,1,7,0,9
44050,M17A0441,27,27,1,3,2,2017,2,6,2,8
44049,M17A0440,27,27,1,3,5,2007,2,6,2,8
44048,M17A0439,27,27,1,3,5,1981,2,6,2,8
44047,M17A0438,27,27,1,3,5,2009,1,8,2,8
44046,M17A0437,27,27,1,3,5,1992,2,6,2,8
44045,M17P0403,27,27,1,5,3,1981,2,6,1,9
44045,M17P0403,27,27,1,5,3,1979,2,6,1,9
44044,M17C0284,194,27,1,2,3,1979,1,8,3,2
44043,M17C0283,133,27,1,2,3,2004,1,4,2,2
44041,M17A0436,27,27,1,3,5,1979,2,6,2,8
44040,M17A0435,27,27,1,3,5,1982,1,5,2,8
44038,M17A0433,27,27,1,2,3,1980,2,6,2,8
44035,M17A0430,27,27,1,3,5,1976,2,6,2,8
44034,M17A0429,27,27,1,5,3,1968,2,2,3,8
44033,M17A0428,27,27,1,3,5,1979,1,2,2,8
44032,M17A0427,27,27,1,3,1,1979,2,8,0,8
44031,M17A0426,27,27,1,5,1,1979,2,6,2,8
44030,M17A0425,27,27,0,5,1,2007,1,5,3,8
44029,M17A0424,27,27,1,3,2,1979,2,6,2,8
44028,M17C0281,194,27,1,2,3,1987,2,6,3,2
44027,M17C0280,27,27,1,2,3,1979,2,7,0,2
44026,M17P0402,27,27,1,5,1,1979,1,8,2,9
44026,M17P0402,27,27,1,5,1,1979,1,8,2,9
44025,M17C0279,27,194,1,2,3,1979,2,6,3,2
44024,M17P0401,27,27,1,1,3,2015,1,2,1,9
44024,M17P0401,27,27,1,1,3,1979,1,2,1,9
44023,M17C0278,27,27,1,2,3,1979,2,6,2,2
44022,M17C0277,27,27,1,2,3,1997,2,6,2,2
44021,M17C0276,194,27,1,2,3,1979,2,6,2,2
44020,M17C0275,27,27,1,2,3,1979,1,8,3,2
44019,M17C0274,27,27,1,2,3,1979,2,6,2,2
44018,M17C0273,125,27,1,2,3,1979,1,1,2,2
44017,M17A0423,27,27,1,3,5,1979,2,6,2,8
44016,M17P0400,27,27,1,2,3,1979,1,4,1,9
44015,M17C0272,27,27,1,1,3,1979,1,4,2,2
44015,M17C0272,27,27,1,1,3,1979,1,4,2,2
44014,M17C0271,27,27,1,2,3,1996,2,4,2,2
44013,M17C0270,27,27,1,5,1,1979,1,8,2,2
44012,M17P0399,27,27,0,4,5,1979,2,1,3,9
44012,M17P0399,27,27,1,4,5,2016,2,1,3,9
44012,M17P0399,27,27,1,4,5,1984,2,1,3,9
44011,M17P0398,27,27,1,5,3,1989,2,6,3,9
44010,M17P0397,27,27,1,5,3,1981,2,6,3,9
44009,M17P0396,27,27,1,5,3,1964,2,6,3,9
44008,M17C0269,27,27,1,2,3,1967,2,6,3,2
44007,M17C0268,27,27,1,3,1,1967,2,6,2,2
44006,M17P0395,27,27,1,5,4,1967,1,4,3,9
44006,M17P0395,27,27,1,5,4,1956,1,4,3,9
44005,M17P0394,27,27,1,2,3,1963,2,6,3,9
44004,M17A0422,27,27,1,3,5,1963,2,6,2,8
44003,M17A0421,27,27,1,3,1,1963,2,6,2,8
44002,M17A0420,27,27,1,3,5,2009,2,6,2,8
44001,M17A0419,27,27,1,3,1,1977,2,6,2,8
44000,M17A0418,27,27,1,3,5,1983,2,6,2,8
43999,M17A0417,27,27,1,3,5,1983,2,6,2,8
43998,M17A0416,27,27,1,3,5,1989,2,6,2,8
43997,M17A0415,27,27,1,3,2,1970,2,6,2,8
43996,M17A0414,27,27,0,2,3,1976,2,2,0,8
43995,M17A0413,27,27,1,5,4,1975,1,4,3,8
43994,M17A0412,27,27,1,5,3,1979,1,4,2,8
43993,M17A0411,27,27,1,3,2,1967,2,6,2,8
43992,M17A0410,27,27,1,3,5,2007,2,6,2,8
43991,M17A0409,27,27,1,3,5,2007,2,6,2,8
43990,M17A0408,27,27,1,3,1,1981,2,8,0,8
43989,M17A0407,27,27,0,5,3,1980,1,1,3,8
43988,M17A0406,27,27,1,5,5,1979,2,2,2,8
43987,M17C0267,27,27,1,2,3,1987,2,6,3,2
43985,M17C0265,27,27,1,2,3,1979,2,6,3,2
43984,M17C0264,186,27,1,2,3,1979,2,6,3,2
43983,M17P0393,27,27,1,2,3,2015,2,6,3,9
43982,M17C0263,27,27,1,5,3,2015,1,8,2,2
43982,M17C0263,27,27,1,5,3,1979,1,8,2,2
43981,M17C0262,27,27,1,5,1,1979,1,4,2,2
43981,M17C0262,27,27,1,5,1,1952,1,4,2,2
43980,M17C0261,27,27,1,2,3,1952,1,8,2,2
43979,M17C0260,27,27,1,2,3,2009,1,8,2,2
43978,M17P0392,27,27,0,5,4,1979,1,8,2,9
43977,M17C0259,27,27,1,2,3,1987,2,6,3,2
43976,M17C0258,27,27,1,2,3,1987,1,1,2,2
43975,M17P0391,27,27,0,5,1,2002,1,5,1,9
43974,M17C0257,27,27,1,3,1,1979,1,4,2,2
43974,M17C0257,27,27,1,3,1,1987,1,4,2,2
43973,M17P0390,27,27,0,2,3,2004,2,6,3,9
43972,M17P0389,27,27,1,2,3,2006,1,4,0,9
43972,M17P0389,27,27,1,2,3,1979,1,4,0,9
43971,M17P0388,27,27,1,3,3,1979,2,6,2,9
43970,M17P0387,27,194,1,1,3,1980,1,8,2,9
43970,M17P0387,27,194,1,1,3,1967,1,8,2,9
43969,M17C0256,27,27,1,5,1,1977,2,2,0,2
43968,M17P0386,194,27,1,5,3,1979,2,6,2,9
43967,M17P0385,27,27,0,5,4,1966,1,8,2,9
43965,M17P0383,27,27,1,1,1,2004,2,1,2,9
43965,M17P0383,27,27,1,1,1,1979,2,1,2,9
43965,M17P0383,27,27,1,1,1,1979,2,1,2,9
43965,M17P0383,27,27,1,1,1,1952,2,1,2,9
43965,M17P0383,27,27,1,1,1,2012,2,1,2,9
43965,M17P0383,27,27,1,1,1,2009,2,1,2,9
43965,M17P0383,27,27,1,1,1,2007,2,1,2,9
43964,M17C0255,27,27,1,5,3,2007,2,6,1,2
43963,M17P0382,27,27,1,3,5,1973,2,6,2,9
43961,M17P0380,27,27,1,1,1,1998,2,1,3,9
43961,M17P0380,27,194,1,1,1,1999,2,1,3,9
43960,M17P0379,27,27,0,1,3,1999,1,2,2,9
43959,M17P0378,27,27,1,5,2,2016,2,2,2,9
43958,M17P0377,27,27,1,3,3,1970,1,4,3,9
43958,M17P0377,27,27,0,3,3,1970,1,4,3,9
43958,M17P0377,27,27,0,3,3,1962,1,4,3,9
43957,M17C0254,27,27,1,4,3,2000,1,4,3,2
43957,M17C0254,27,27,1,4,3,1979,1,4,3,2
43956,M17P0376,27,27,0,5,3,1979,1,8,2,9
43955,M17P0375,27,27,1,3,4,1979,1,7,0,9
43953,M17P0373,27,27,1,3,1,1979,1,4,2,9
43951,M17P0372,194,27,1,2,3,1979,1,4,3,9
43950,M17C0253,27,27,0,2,3,1993,1,1,2,2
43949,M17C0252,27,27,1,2,3,1976,1,4,2,2
43948,M17A0404,27,27,1,3,5,1981,2,8,2,8
43947,M17C0251,27,27,1,2,3,2013,1,8,3,2
43946,M17P0371,27,27,1,3,5,1979,2,6,2,9
43945,M17P0370,27,27,0,1,2,1979,2,8,0,9
43944,M17F0024,27,27,1,2,3,1979,2,6,3,7
43943,M17C0250,27,27,1,2,1,1979,2,6,2,2
43942,M17C0249,27,27,1,2,3,2014,2,6,2,2
43941,M17P0369,27,27,1,5,4,1979,2,6,1,9
43940,M17P0368,27,27,0,1,3,1979,1,4,3,9
43940,M17P0368,27,27,1,1,3,1988,1,4,3,9
43940,M17P0368,27,27,1,1,3,1979,1,4,3,9
43940,M17P0368,27,27,1,1,3,2009,1,4,3,9
43939,M17P0367,27,27,0,5,5,2004,1,8,1,9
43938,M17F0023,194,27,1,5,3,2000,2,6,2,7
43938,M17F0023,0,0,1,5,3,1979,2,6,2,7
43937,M17A0403,27,27,1,4,3,2007,1,7,0,8
43935,M17A0401,27,27,1,3,2,1979,2,6,2,8
43934,M17A0400,27,27,1,3,1,1998,2,6,2,8
43933,M17F0022,27,27,1,5,3,1988,1,2,2,7
43932,M17P0366,27,27,0,2,3,2016,2,2,0,9
43931,M17P0365,27,27,1,3,1,1979,1,4,0,9
