OccNo,OccYear,OccDate,OccClassID,OccurrenceType,OccSubType,AccIncType,AccIncSubType,Region,NearLocDescription,NearLocDistance,Latitude,Longitude,AreaType,PollutionIND,DGCargoReleaseIND,TotalFatalities,SeriousInjuries,NbVesselsInvolved,PrimaryVesselName,PrimaryVesselFlag,PrimaryVesselType,PrimaryVesselSubType,PrimaryVesselGrossTonnage,PrimaryVesselYearBuilt,PrimaryVesselYearRebuilt,PrimaryVesselActivityType,PrimaryVesselActivitySubType,PrimaryVesselLossIND,PRODUCTION_DT
M04W0033,2004,2004-02-19,5,INCIDENT,INCIDENT,RISK OF STRIKING (NEAR ALLISION),RISK OF ALLISION WITH A FIXED OBJECT (STRIKING - INCLUDES VESSELS),PACIFIC REGION,"LANGDALE TERMINAL, WEST HOWE SOUND, B.C.",,49.41666,-123.45,HARBOUR AREA,NO,NO,0,0,2,QUEEN OF SURREY,CANADA,FERRY,PASSENGER/VEHICLE,6968.91,1981,,CARRIAGE OF PEOPLE,GENERAL,NO,2018-08-15T10:01:40
M04M0007,2004,2004-02-20,5,ACCIDENT,SHIPPING ACCIDENT,CAPSIZES,N/A,ATLANTIC REGION,"IEL DOCK, HALIFAX HARBOUR, N.S.",,44.64722,-63.54861,HARBOUR AREA,YES,YES,0,0,1,LADY SHIRLEEN,CANADA,SERVICE SHIP,CREW BOAT,13.6,1987,,SERVICE,"TOWING, ASSISTING",NO,2018-08-15T10:01:40
M04M0008,2004,2004-02-20,5,ACCIDENT,SHIPPING ACCIDENT,GROUNDING,NOT UNDER POWER (INCLUDES DRIFTING) (NON-INTENTIONAL),ATLANTIC REGION,"GRAND PASS, BRIER ISLAND, NOVA SCOTIA",,44.26,-66.33305,CHANNEL / STRAIT / SOUND,NO,NO,0,0,1,ISLAND LADY G,CANADA,FISHING,UNKNOWN,23.65,2001,,FISHING,FISHING,NO,2018-08-15T10:01:40
M04M0009,2004,2004-02-20,5,ACCIDENT,SHIPPING ACCIDENT,GROUNDING,NOT UNDER POWER (INCLUDES DRIFTING) (NON-INTENTIONAL),ATLANTIC REGION,"LIVERPOOL HARBOUR, NOVA SCOTIA",,44.0398,-64.71915,HARBOUR AREA,NO,NO,0,0,1,KITPU (EAGLE) VI,CANADA,FISHING,UNKNOWN,23.41,2002,,FISHING,FISHING,NO,2018-08-15T10:01:40
M04W0036,2004,2004-02-20,5,ACCIDENT,SHIPPING ACCIDENT,STRIKING,ALLISION WITH A FIXED OBJECT (STRIKING - INCLUDES BERTHED/DOCKED VESSELS),PACIFIC REGION,"NEW WESTMINSTER, B.C.",,49.197,-122.9233,RIVER,NO,NO,0,0,1,UNK/INC BARGE TOWED BY BERING STRAITS,CANADA,BARGE - UNSPECIFIED,N/A,1000,,,SERVICE,"TOWING, ASSISTING",NO,2018-08-15T10:01:40
M04W0030,2004,2004-02-23,5,INCIDENT,INCIDENT,TOTAL FAILURE OF ANY MACHINERY OR TECHNICAL SYSTEM,N/A,PACIFIC REGION,"RIPPLE PASSAGE, SOUTH BARRY ISLET, B.C.",,50.88333,-127.4333,CHANNEL / STRAIT / SOUND,NO,NO,0,0,1,SEA WARRIOR,CANADA,FISHING,GILLNETTER,9.5,,,FISHING,FISHING,NO,2018-08-15T10:01:40
M04W0031,2004,2004-02-24,5,ACCIDENT,SHIPPING ACCIDENT,FIRE,N/A,PACIFIC REGION,"BERTH 2, SWARTZ BAY TERMINAL, B.C.",,48.68971,-123.4097,HARBOUR AREA,NO,NO,0,0,1,QUEEN OF ESQUIMALT,CANADA,FERRY,PASSENGER/VEHICLE,9304.07,1963,1982,CARRIAGE OF PEOPLE,GENERAL,NO,2018-08-15T10:01:40
M04F0007,2004,2004-02-25,5,ACCIDENT,SHIPPING ACCIDENT,STRIKING,ALLISION WITH A FIXED OBJECT (STRIKING - INCLUDES BERTHED/DOCKED VESSELS),FOREIGN WATERS,"DUWAMISH RIVER, SEATTLE, WASHINGTON, U.S.A.",,47.65,-122.3,RIVER,NO,NO,0,0,1,JOSE NARVAEZ,CANADA,TUG,N/A,149.63,1969,,SERVICE,"TOWING, ASSISTING",NO,2018-08-15T10:01:40
M04L0036,2004,2004-02-26,5,ACCIDENT,SHIPPING ACCIDENT,FIRE,N/A,CENTRAL REGION,"PORT DE LA BAIE, QUE.",,48.33333,-70.87083,HARBOUR AREA,NO,NO,0,0,1,DES GROSEILLIERS,CANADA,SERVICE SHIP,ICEBREAKER,6097.8,1982,,SERVICE,ICEBREAKING,NO,2018-08-15T10:01:40
M04M0010,2004,2004-02-26,5,ACCIDENT,SHIPPING ACCIDENT,GROUNDING,NOT UNDER POWER (INCLUDES DRIFTING) (NON-INTENTIONAL),ATLANTIC REGION,"0.55 NM E CAPE FOURCHU, NOVA SCOTIA",,43.79166,-66.14166,CHANNEL / STRAIT / SOUND,NO,NO,0,0,1,KAITLYN MARIE,CANADA,FISHING,UNKNOWN,24.81,1986,,FISHING,FISHING,YES,2018-08-15T10:01:40
M04M0012,2004,2004-02-26,5,INCIDENT,INCIDENT,RISK OF SINKING,N/A,ATLANTIC REGION,"48 NM E OF CAPE SABLE, NOVA SCOTIA",,43.21666,-64.55,AT SEA (GENERAL),NO,NO,0,0,1,DECEIVER,CANADA,FISHING,UNKNOWN,14.5,1985,,FISHING,FISHING,NO,2018-08-15T10:01:40
M04W0034,2004,2004-02-26,3,ACCIDENT,SHIPPING ACCIDENT,CAPSIZES,N/A,PACIFIC REGION,"QUEEN CHARLOTTE SOUND, B.C.",,51.38916,-129.1444,AT SEA (GENERAL),NO,NO,3,0,1,HOPE BAY (EX LEROY AND BARRY),CANADA,FISHING,TROLLER,126,1967,,FISHING,FISHING,YES,2018-08-15T10:01:40
M04W0035,2004,2004-02-26,5,INCIDENT,INCIDENT,TOTAL FAILURE OF ANY MACHINERY OR TECHNICAL SYSTEM,N/A,PACIFIC REGION,"NEW WESTMINSTER, B.C.",,49.15555,-122.9533,RIVER,NO,NO,0,0,1,ISLAND MISTRESS,CANADA,FISHING,TROLLER,14.59,1979,,FISHING,FISHING,NO,2018-08-15T10:01:40
M04L0032,2004,2004-02-27,5,INCIDENT,INCIDENT,INTENTIONAL BEACHING/GROUNDING/ANCHORING TO AVOID OCCURRENCE,N/A,CENTRAL REGION,"CAP MAILLARD, FLEUVE SAINT-LAURENT",,47.25416,-70.57166,RIVER,NO,NO,0,0,1,HUMBER ARM,BERMUDA,CARGO - SOLID,RO-RO-CARGO,3528,1976,,CARRIAGE OF GOODS,N/A,NO,2018-08-15T10:01:40
M04N0054,2004,2004-02-27,5,INCIDENT,INCIDENT,TOTAL FAILURE OF ANY MACHINERY OR TECHNICAL SYSTEM,N/A,ATLANTIC REGION,NAFO AREA 3M,,48.65,-45.28333,AT SEA (GENERAL),NO,NO,0,0,1,LEONARD J. COWLEY,CANADA,SERVICE SHIP,PATROL VESSEL (HARBOUR/SECURITY/RCMP),2243.74,1984,,SERVICE,PATROL,NO,2018-08-15T10:01:40
M04L0033,2004,2004-02-29,5,ACCIDENT,SHIPPING ACCIDENT,SUSTAINS DAMAGE RENDER UNSEAWORTHY/UNFIT FOR PURPOSE,"UNFIT FOR PURPOSE - ICE, WEATHER, ETC.",CENTRAL REGION,"BAIE TRINITE, RIVI�RE SAGUENAY, QUE.",,48.35361,-70.345,RIVER,NO,NO,0,0,1,SPRUCEGLEN,CANADA,CARGO - SOLID,BULK CARRIER,22388,1982,,CARRIAGE OF GOODS,N/A,NO,2018-08-15T10:01:40
M04W0038,2004,2004-03-03,5,ACCIDENT,SHIPPING ACCIDENT,STRIKING,ALLISION WITH A FIXED OBJECT (STRIKING - INCLUDES BERTHED/DOCKED VESSELS),PACIFIC REGION,"TSAWWASSEN FERRY TERMINAL, B.C.",,49.0075,-123.1433,HARBOUR AREA,NO,NO,0,0,1,QUEEN OF ESQUIMALT,CANADA,FERRY,PASSENGER/VEHICLE,9304.07,1963,1982,CARRIAGE OF PEOPLE,GENERAL,NO,2018-08-15T10:01:40
M04W0046,2004,2004-03-03,5,ACCIDENT,SHIPPING ACCIDENT,STRIKING,ALLISION WITH A FIXED OBJECT (STRIKING - INCLUDES BERTHED/DOCKED VESSELS),PACIFIC REGION,"TSAWWASSEN FERRY TERMINAL, B.C.",,48.96666,-123.0833,HARBOUR AREA,NO,NO,0,0,1,QUEEN OF ESQUIMALT,CANADA,FERRY,PASSENGER/VEHICLE,9304.07,1963,1982,CARRIAGE OF PEOPLE,GENERAL,NO,2018-08-15T10:01:40
M04M0013,2004,2004-03-04,3,ACCIDENT,SHIPPING ACCIDENT,FIRE,N/A,ATLANTIC REGION,"14 NM NNE OF NORTH SYDNEY, NOVA SCOTIA",,46.42166,-60.05666,AT SEA (GENERAL),NO,NO,0,2,1,CARIBOU,CANADA,FERRY,PASSENGER/VEHICLE,27212.69,1985,,CARRIAGE OF PEOPLE,GENERAL,NO,2018-08-15T10:01:40
M04W0039,2004,2004-03-04,5,INCIDENT,INCIDENT,TOTAL FAILURE OF ANY MACHINERY OR TECHNICAL SYSTEM,N/A,PACIFIC REGION,"GOLETAS CHANNEL, B.C.",,50.85694,-127.7805,CHANNEL / STRAIT / SOUND,NO,NO,0,0,1,PACIFIC SAFARI,CANADA,FISHING,UNKNOWN,39.15,1977,,FISHING,FISHING,NO,2018-08-15T10:01:40
M04L0035,2004,2004-03-07,5,ACCIDENT,SHIPPING ACCIDENT,STRIKING,ALLISION WITH A FIXED OBJECT (STRIKING - INCLUDES BERTHED/DOCKED VESSELS),CENTRAL REGION,"QUAI DE CAP-AUX-MEULES, QUE.",,47.37539,-61.86069,HARBOUR AREA,NO,NO,0,0,1,C.T.M.A. VACANCIER,CANADA,FERRY,PASSENGER/VEHICLE,11481,1973,,CARRIAGE OF PEOPLE,GENERAL,NO,2018-08-15T10:01:40
M04L0038,2004,2004-03-08,5,INCIDENT,INCIDENT,TOTAL FAILURE OF ANY MACHINERY OR TECHNICAL SYSTEM,N/A,CENTRAL REGION,"YAMACHICHE, LAC ST-PIERRE, QC",,46.22833,-72.785,RIVER,NO,NO,0,0,1,CANMAR PRIDE,BERMUDA,CARGO - SOLID,CONTAINER SHIP,39174,1998,,CARRIAGE OF GOODS,N/A,NO,2018-08-15T10:01:40
M04W0040,2004,2004-03-08,5,INCIDENT,INCIDENT,TOTAL FAILURE OF ANY MACHINERY OR TECHNICAL SYSTEM,N/A,PACIFIC REGION,"NEAH BAY, WA, U.S.",,48.34166,-124.5833,CHANNEL / STRAIT / SOUND,NO,NO,0,0,1,KAPITAN AFANASYEV,RUSSIAN FEDERATION,CARGO - SOLID,CONTAINER SHIP,16575,1998,,CARRIAGE OF GOODS,N/A,NO,2018-08-15T10:01:40
M04W0041,2004,2004-03-08,5,ACCIDENT,SHIPPING ACCIDENT,STRIKING,ALLISION WITH A FIXED OBJECT (STRIKING - INCLUDES BERTHED/DOCKED VESSELS),PACIFIC REGION,"DORCAS POINT, B.C.",,49.31277,-124.195,BAY,NO,NO,0,0,1,FREE SPIRIT,CANADA,FISHING,UNKNOWN,,,,FISHING,FISHING,NO,2018-08-15T10:01:40
M04M0016,2004,2004-03-09,5,ACCIDENT,SHIPPING ACCIDENT,FIRE,N/A,ATLANTIC REGION,"AT DOCK IN CARIBOU, NS",,45.73972,-62.6875,HARBOUR AREA,NO,NO,0,0,1,HOLIDAY ISLAND,CANADA,FERRY,OTHER,3037.17,1971,,CARRIAGE OF PEOPLE,GENERAL,NO,2018-08-15T10:01:40
M04W0042,2004,2004-03-10,5,ACCIDENT,SHIPPING ACCIDENT,COLLISION,WITH ANOTHER VESSEL OR OTHER FLOATING OBJECT,PACIFIC REGION,"WESTVIEW, B.C.",,49.8575,-124.5497,CHANNEL / STRAIT / SOUND,NO,NO,0,0,1,COHO CHARTER,CANADA,FISHING,UNKNOWN,,,,FISHING,FISHING,NO,2018-08-15T10:01:40
M04L0037,2004,2004-03-11,5,ACCIDENT,SHIPPING ACCIDENT,SUSTAINS DAMAGE RENDER UNSEAWORTHY/UNFIT FOR PURPOSE,"UNFIT FOR PURPOSE - ICE, WEATHER, ETC.",CENTRAL REGION,"BAIE-COMEAU, QC",,49.23416,-68.13277,HARBOUR AREA,NO,NO,0,0,1,RIO GLORY,MALTA,CARGO - SOLID,CONTAINER SHIP,17770,1981,,CARRIAGE OF GOODS,N/A,NO,2018-08-15T10:01:40
M04N0004,2004,2004-03-12,5,INCIDENT,INCIDENT,TOTAL FAILURE OF ANY MACHINERY OR TECHNICAL SYSTEM,N/A,ATLANTIC REGION,"SW OF ARNOLD'S COVE, PLACENTIA BAY, NFLD",,47.64416,-54.16027,BAY,NO,NO,0,0,1,NORTHERN TRAPPER,CANADA,FISHING,UNKNOWN,,1989,,FISHING,FISHING,NO,2018-08-15T10:01:40
M04W0043,2004,2004-03-12,5,ACCIDENT,SHIPPING ACCIDENT,GROUNDING,UNDER POWER (NON-INTENTIONAL),PACIFIC REGION,"NEAR STEVESTON, FRASER RIVER, B.C.",,49.12527,-123.2113,HARBOUR AREA,NO,NO,0,0,1,LORNA DOONE - 345841,CANADA,SHIPS BOAT,Recreational Craft,5,1972,,FISHING,FISHING,NO,2018-08-15T10:01:40
M04W0044,2004,2004-03-14,5,ACCIDENT,SHIPPING ACCIDENT,FIRE,N/A,PACIFIC REGION,"THIEVES BAY, PENDER ISLAND, B.C.",,48.71666,-123.2833,BAY,NO,NO,0,0,1,NADON,CANADA,SERVICE SHIP,PATROL VESSEL (HARBOUR/SECURITY/RCMP),50,,,SERVICE,PATROL,NO,2018-08-15T10:01:40
M04W0045,2004,2004-03-14,5,ACCIDENT,SHIPPING ACCIDENT,CAPSIZES,N/A,PACIFIC REGION,"LADYSMITH HARBOUR, B.C.",,48.98027,-123.7625,HARBOUR AREA,NO,NO,0,0,3,SAMANTHA J,CANADA,TUG,N/A,14.33,1973,,SERVICE,"TOWING, ASSISTING",NO,2018-08-15T10:01:40
M04C0003,2004,2004-03-15,5,ACCIDENT,SHIPPING ACCIDENT,FIRE,N/A,CENTRAL REGION,23 NM NE OF CONNEAUT,,42.26666,-80.31666,LAKE,NO,NO,0,0,1,CANADIAN OLYMPIC,CANADA,CARGO - SOLID,BULK CARRIER,22887.32,1976,,CARRIAGE OF GOODS,N/A,NO,2018-08-15T10:01:40
M04W0048,2004,2004-03-16,5,ACCIDENT,SHIPPING ACCIDENT,GROUNDING,UNDER POWER (NON-INTENTIONAL),PACIFIC REGION,"WHITESAND BEACH, B.C.",,49.25,-126.0666,BAY,NO,NO,0,0,1,VIKING 8,CANADA,FISHING,UNKNOWN,,,,FISHING,FISHING,NO,2018-08-15T10:01:40
M04M0050,2004,2004-03-17,5,INCIDENT,INCIDENT,TOTAL FAILURE OF ANY MACHINERY OR TECHNICAL SYSTEM,N/A,ATLANTIC REGION,SW COAST OF NOVA SCOTIA,,43.37666,-65.34333,AT SEA (GENERAL),NO,NO,0,0,1,ATLANTIC ELM,CANADA,TUG,N/A,381,1980,,SERVICE,"TOWING, ASSISTING",NO,2018-08-15T10:01:40
M04N0006,2004,2004-03-17,5,ACCIDENT,SHIPPING ACCIDENT,SUSTAINS DAMAGE RENDER UNSEAWORTHY/UNFIT FOR PURPOSE,"UNFIT FOR PURPOSE - ICE, WEATHER, ETC.",ATLANTIC REGION,"21 NM WNW OF CAPE ST. JOHN, NL",,50.1,-56.1,BAY,NO,NO,0,0,1,MIDNIGHT CHIMES,CANADA,FISHING,UNKNOWN,98,1971,1996,FISHING,FISHING,NO,2018-08-15T10:01:40
M04W0049,2004,2004-03-17,5,INCIDENT,INCIDENT,TOTAL FAILURE OF ANY MACHINERY OR TECHNICAL SYSTEM,N/A,PACIFIC REGION,"WEST COAST QUEEN CHARLOTTE ISLANDS, B.C.",,53.67777,-133.8,CHANNEL / STRAIT / SOUND,NO,NO,0,0,1,VIKING STAR,CANADA,FISHING,LONG LINER,138.15,1978,,FISHING,FISHING,NO,2018-08-15T10:01:40
M04L0039,2004,2004-03-18,5,INCIDENT,INCIDENT,TOTAL FAILURE OF ANY MACHINERY OR TECHNICAL SYSTEM,N/A,CENTRAL REGION,"PORT DE MONTREAL, QC",,45.55833,-73.52,HARBOUR AREA,NO,NO,0,0,1,ATLANTIC PRIDE,CYPRUS,CARGO - SOLID,CONTAINER SHIP,12993,2000,,CARRIAGE OF GOODS,N/A,NO,2018-08-15T10:01:40
M04W0050,2004,2004-03-19,5,INCIDENT,INCIDENT,TOTAL FAILURE OF ANY MACHINERY OR TECHNICAL SYSTEM,N/A,PACIFIC REGION,"FITZHUGH SOUND, B.C.",,51.50147,-127.8494,CHANNEL / STRAIT / SOUND,NO,NO,0,0,1,NET PROFIT,CANADA,FISHING,GILLNETTER,9.5,,,SERVICE,"TOWING, ASSISTING",NO,2018-08-15T10:01:40
M04N0007,2004,2004-03-20,5,INCIDENT,INCIDENT,TOTAL FAILURE OF ANY MACHINERY OR TECHNICAL SYSTEM,N/A,ATLANTIC REGION,"3 NM N OF TWILLINGATE, NL",,49.70166,-54.76888,AT SEA (GENERAL),NO,NO,0,0,1,POLAR VENTURE,CANADA,FISHING,UNKNOWN,129.39,2000,,FISHING,FISHING,NO,2018-08-15T10:01:40
M04W0051,2004,2004-03-22,5,ACCIDENT,SHIPPING ACCIDENT,GROUNDING,UNDER POWER (NON-INTENTIONAL),PACIFIC REGION,"WALKER ISLAND, B.C.",,52.1,-128.1166,CHANNEL / STRAIT / SOUND,NO,NO,0,0,1,ALLAVERDY,CANADA,FISHING,SEINER,67.14,1939,,FISHING,FISHING,NO,2018-08-15T10:01:40
M04F0008,2004,2004-03-24,5,INCIDENT,INCIDENT,TOTAL FAILURE OF ANY MACHINERY OR TECHNICAL SYSTEM,N/A,FOREIGN WATERS,"SANDUSKY HARBOUR, OHIO",,41.45,-82.71666,HARBOUR AREA,NO,NO,0,0,1,ALGOWOOD,CANADA,CARGO - SOLID,BULK CARRIER,22558.33,1981,,CARRIAGE OF GOODS,N/A,NO,2018-08-15T10:01:40
M04C0009,2004,2004-03-25,5,INCIDENT,INCIDENT,RISK OF STRIKING (NEAR ALLISION),RISK OF ALLISION WITH A FIXED OBJECT (STRIKING - INCLUDES VESSELS),CENTRAL REGION,N. SIDE OF ST.JOSEPHS ISL.,,46.30392,-84.04069,RIVER,NO,NO,0,0,1,GOOSE III,CANADA,BARGE - UNSPECIFIED,N/A,,,,CARRIAGE OF PEOPLE,GENERAL,NO,2018-08-15T10:01:40
M04M0017,2004,2004-03-25,5,ACCIDENT,SHIPPING ACCIDENT,GROUNDING,NOT UNDER POWER (INCLUDES DRIFTING) (NON-INTENTIONAL),ATLANTIC REGION,"NET ROCKS, GRAND MANAN, NB",,44.75666,-66.74,BAY,NO,NO,0,0,1,FUNDY ROYAL,CANADA,FISHING,UNKNOWN,30.31,1981,,FISHING,FISHING,NO,2018-08-15T10:01:40
M04W0053,2004,2004-03-25,5,INCIDENT,INCIDENT,TOTAL FAILURE OF ANY MACHINERY OR TECHNICAL SYSTEM,N/A,PACIFIC REGION,"FERRIE ISLAND, SEAFORTH CHANNEL, B.C.",,52.24444,-128.2266,CHANNEL / STRAIT / SOUND,NO,NO,0,0,1,EMIL K,CANADA,FISHING,SEINER,99.74,1941,,FISHING,FISHING,NO,2018-08-15T10:01:40
M04W0054,2004,2004-03-25,5,ACCIDENT,SHIPPING ACCIDENT,STRIKING,ALLISION WITH A FIXED OBJECT (STRIKING - INCLUDES BERTHED/DOCKED VESSELS),PACIFIC REGION,"VENN PASSAGE, GRINDSTONE POINT, B.C.",,54.31357,-130.3917,CHANNEL / STRAIT / SOUND,YES,NO,0,0,1,ANNA M.,CANADA,FISHING,PACKER/TENDER,68.72,1940,,FISHING,FISHING,NO,2018-08-15T10:01:40
M04M0036,2004,2004-03-26,5,ACCIDENT,SHIPPING ACCIDENT,GROUNDING,UNDER POWER (NON-INTENTIONAL),ATLANTIC REGION,SHIPPAGAN HARBOUR,,47.74555,-64.70083,HARBOUR AREA,NO,NO,0,0,1,BIG PEX,CANADA,FISHING,UNKNOWN,35,,,FISHING,FISHING,NO,2018-08-15T10:01:40
M04W0069,2004,2004-03-26,5,ACCIDENT,ACCIDENT ABOARD SHIP,PERSON SERIOUSLY INJURED OR KILLED,IN CONTACT WITH ANY PART OF THE SHIP OR ITS CONTENTS,PACIFIC REGION,"NEW WESTMINSTER, BC",,49.15759,-122.9549,RIVER,NO,NO,0,1,1,SEASPAN 610,CANADA,BARGE - CARGO SOLID,BARGE - GENERAL CARGO,2188.21,1965,,SERVICE,"TOWING, ASSISTING",NO,2018-08-15T10:01:40
M04N0008,2004,2004-03-27,5,ACCIDENT,SHIPPING ACCIDENT,SUSTAINS DAMAGE RENDER UNSEAWORTHY/UNFIT FOR PURPOSE,"UNFIT FOR PURPOSE - ICE, WEATHER, ETC.",ATLANTIC REGION,5 NM E OF L'ANSE-AU-LOUP,,51.52166,-56.67805,CHANNEL / STRAIT / SOUND,NO,NO,0,0,1,LADY NORMORE,CANADA,FISHING,UNKNOWN,42.59,1981,,FISHING,FISHING,NO,2018-08-15T10:01:40
M04W0065,2004,2004-03-27,5,INCIDENT,INCIDENT,TOTAL FAILURE OF ANY MACHINERY OR TECHNICAL SYSTEM,N/A,PACIFIC REGION,"TSAWWASSEN, B.C.",,49.21638,-123.8033,CHANNEL / STRAIT / SOUND,NO,NO,0,0,1,QUEEN OF VANCOUVER,CANADA,FERRY,PASSENGER/VEHICLE,9357.22,1962,1972,CARRIAGE OF PEOPLE,GENERAL,NO,2018-08-15T10:01:40
M04M0018,2004,2004-03-28,5,ACCIDENT,SHIPPING ACCIDENT,GROUNDING,NOT UNDER POWER (INCLUDES DRIFTING) (NON-INTENTIONAL),ATLANTIC REGION,"CORKUMS ISLAND, LUNENBURG BAY, N.S.",,44.34527,-64.31805,BAY,NO,NO,0,0,1,ALBERT M,CANADA,FISHING,UNKNOWN,,1986,,FISHING,FISHING,NO,2018-08-15T10:01:40
M04W0055,2004,2004-03-28,5,ACCIDENT,SHIPPING ACCIDENT,FIRE,N/A,PACIFIC REGION,"PRINCE RUPERT, B.C.",,54.31666,-130.333,HARBOUR AREA,NO,NO,0,0,1,CAPE RUSSELL,CANADA,FISHING,SEINER,62.86,1973,,FISHING,FISHING,NO,2018-08-15T10:01:40
M04W0056,2004,2004-03-28,5,ACCIDENT,SHIPPING ACCIDENT,GROUNDING,UNDER POWER (NON-INTENTIONAL),PACIFIC REGION,"STEPHENS ISLAND, EDYE PASSAGE, B.C.",,54.06333,-130.5888,CHANNEL / STRAIT / SOUND,NO,NO,0,0,1,LUCKY GIRL NO. 2,CANADA,FISHING,UNKNOWN,8.96,1952,,FISHING,FISHING,NO,2018-08-15T10:01:40
M04C0005,2004,2004-03-29,5,INCIDENT,INCIDENT,TOTAL FAILURE OF ANY MACHINERY OR TECHNICAL SYSTEM,N/A,CENTRAL REGION,"KINGSVILLE HRB, ONT.",,42.02502,-82.73086,HARBOUR AREA,NO,NO,0,0,1,CUYAHOGA,CANADA,CARGO - SOLID,BULK CARRIER,10532,1943,,CARRIAGE OF GOODS,N/A,NO,2018-08-15T10:01:40
M04L0042,2004,2004-03-29,5,INCIDENT,INCIDENT,RISK OF SINKING,N/A,CENTRAL REGION,GULF OF ST. LAWRENCE,,49.23333,-67.345,AT SEA (GENERAL),NO,NO,0,0,1,NANTICOKE,CANADA,CARGO - SOLID,BULK CARRIER,22706.41,1980,,CARRIAGE OF GOODS,N/A,NO,2018-08-15T10:01:40
M04W0058,2004,2004-03-29,5,ACCIDENT,SHIPPING ACCIDENT,SUSTAINS DAMAGE RENDER UNSEAWORTHY/UNFIT FOR PURPOSE,"UNFIT FOR PURPOSE - ICE, WEATHER, ETC.",PACIFIC REGION,"STRAIT OF GEORGIA, B.C.",,48.97777,-123.4844,CHANNEL / STRAIT / SOUND,NO,NO,0,0,1,SIYAY,CANADA,SERVICE SHIP,LIFEBOAT/SEARCH AND RESCUE,70,1998,,SERVICE,PATROL,NO,2018-08-15T10:01:40
M04L0041,2004,2004-03-30,5,INCIDENT,INCIDENT,RISK OF SINKING,N/A,CENTRAL REGION,"ST LAWRENCE GULF, QUE.",,46.91666,-62.33333,AT SEA (GENERAL),NO,NO,0,0,1,MADELINOT WAR LORD,CANADA,FISHING,UNKNOWN,25.33,1988,,FISHING,FISHING,NO,2018-08-15T10:01:40
M04N0009,2004,2004-03-30,5,ACCIDENT,SHIPPING ACCIDENT,SUSTAINS DAMAGE RENDER UNSEAWORTHY/UNFIT FOR PURPOSE,"UNFIT FOR PURPOSE - ICE, WEATHER, ETC.",ATLANTIC REGION,8 NM NNW OF PTE. RICHE,,50.82194,-57.37805,AT SEA (GENERAL),NO,NO,0,0,1,STEEL DOLPHIN,CANADA,FISHING,UNKNOWN,53.83,1983,,FISHING,FISHING,NO,2018-08-15T10:01:40
M04N0010,2004,2004-03-30,5,INCIDENT,INCIDENT,RISK OF GROUNDING,N/A,ATLANTIC REGION,1.5 NM W OF CAPE ST. JOHN,,50.00416,-55.545,AT SEA (GENERAL),NO,NO,0,0,1,GAMBLER'S PRIDE,CANADA,FISHING,UNKNOWN,95.29,1985,,FISHING,FISHING,NO,2018-08-15T10:01:40
M04L0040,2004,2004-03-31,5,INCIDENT,INCIDENT,RISK OF SINKING,N/A,CENTRAL REGION,ST LAWRENCE GULF,,47.22666,-62.24944,AT SEA (GENERAL),NO,NO,0,0,1,CAPE MARY,CANADA,FISHING,UNKNOWN,61.24,1958,,FISHING,FISHING,NO,2018-08-15T10:01:40
M04L0043,2004,2004-03-31,5,ACCIDENT,SHIPPING ACCIDENT,SUSTAINS DAMAGE RENDER UNSEAWORTHY/UNFIT FOR PURPOSE,"UNFIT FOR PURPOSE - ICE, WEATHER, ETC.",CENTRAL REGION,"SECTION 29, PORT DE QUEBEC",,46.82222,-71.205,HARBOUR AREA,NO,NO,0,0,1,ATLANTIC ERIE,CANADA,CARGO - SOLID,BULK CARRIER,25128.99,1985,,CARRIAGE OF GOODS,N/A,NO,2018-08-15T10:01:40
M04N0011,2004,2004-03-31,5,ACCIDENT,SHIPPING ACCIDENT,SUSTAINS DAMAGE RENDER UNSEAWORTHY/UNFIT FOR PURPOSE,"UNFIT FOR PURPOSE - ICE, WEATHER, ETC.",ATLANTIC REGION,2 NM S OF PTE. RICHE,,50.66083,-57.4075,AT SEA (GENERAL),NO,NO,0,0,1,GABRIEL N.,CANADA,FISHING,UNKNOWN,56.36,1997,,FISHING,FISHING,NO,2018-08-15T10:01:40
M04N0012,2004,2004-03-31,5,ACCIDENT,SHIPPING ACCIDENT,SUSTAINS DAMAGE RENDER UNSEAWORTHY/UNFIT FOR PURPOSE,"UNFIT FOR PURPOSE - ICE, WEATHER, ETC.",ATLANTIC REGION,3 NM WNW OF FEROLLE POINT,,51.03333,-57.16666,AT SEA (GENERAL),NO,NO,0,0,1,LADY RUTH,CANADA,FISHING,UNKNOWN,12.16,1985,,FISHING,FISHING,NO,2018-08-15T10:01:40
M04W0057,2004,2004-03-31,5,ACCIDENT,ACCIDENT ABOARD SHIP,PERSON SERIOUSLY INJURED OR KILLED,IN CONTACT WITH ANY PART OF THE SHIP OR ITS CONTENTS,PACIFIC REGION,"DONALDSON ISLAND, JUAN DE FUCA STRAIT, B.C.",,48.33333,-123.7122,CHANNEL / STRAIT / SOUND,NO,NO,0,1,1,SEASPAN COMMODORE,CANADA,TUG,N/A,647.8,1974,,SERVICE,"TOWING, ASSISTING",NO,2018-08-15T10:01:40
